county,age_cat,sex,race_ethnicity,dt_diagnosis,time_int,new_infections,cumulative_infected,new_unrecovered,cumulative_unrecovered,new_severe,cumulative_severe
Alameda County,0-17,MALE,5,2023-08-07,202332,1,5,0,0,0,0
Alameda County,0-17,MALE,5,2023-08-14,202333,4,9,0,0,0,0
Alameda County,0-17,MALE,5,2023-08-21,202334,4,13,0,0,0,0
Alameda County,0-17,MALE,5,2023-08-28,202335,2,15,1,1,0,0
Alameda County,0-17,MALE,5,2023-09-04,202336,4,19,0,1,0,0
Alameda County,0-17,MALE,5,2023-09-11,202337,0,19,0,1,0,0
Alameda County,0-17,MALE,5,2023-09-18,202338,3,22,0,1,0,0
Alameda County,0-17,MALE,5,2023-09-25,202339,4,26,0,1,0,0
Alameda County,0-17,MALE,5,2023-10-02,202340,2,28,0,1,0,0
Alameda County,0-17,MALE,5,2023-10-09,202341,0,28,0,1,0,0
Alameda County,0-17,MALE,5,2023-10-16,202342,3,31,0,1,0,0
Alameda County,0-17,MALE,5,2023-10-23,202343,2,33,0,1,0,0
Alameda County,0-17,MALE,5,2023-10-30,202344,3,36,0,1,0,0
Alameda County,0-17,MALE,5,2023-11-06,202345,2,38,0,1,0,0
Alameda County,0-17,MALE,5,2023-11-13,202346,1,39,0,1,0,0
Alameda County,0-17,MALE,5,2023-11-20,202347,0,39,0,1,0,0
Alameda County,0-17,MALE,5,2023-11-27,202348,0,39,0,1,0,0
Alameda County,0-17,MALE,5,2023-12-04,202349,0,39,0,1,0,0
Alameda County,0-17,MALE,5,2023-12-11,202350,0,39,0,1,0,0
Alameda County,0-17,MALE,5,2023-12-18,202351,0,39,0,1,0,0
Alameda County,0-17,MALE,5,2023-12-25,202352,0,39,0,1,0,0
Alameda County,0-17,MALE,6,2023-05-29,202322,1,1,0,0,0,0
Alameda County,0-17,MALE,6,2023-06-05,202323,0,1,0,0,0,0
Alameda County,0-17,MALE,6,2023-06-12,202324,2,3,0,0,0,0
Alameda County,0-17,MALE,6,2023-06-19,202325,3,6,0,0,0,0
Alameda County,0-17,MALE,6,2023-06-26,202326,8,14,0,0,0,0
Alameda County,0-17,MALE,6,2023-07-03,202327,2,16,0,0,0,0
Alameda County,0-17,MALE,6,2023-07-10,202328,7,23,0,0,0,0
Alameda County,0-17,MALE,6,2023-07-17,202329,2,25,1,1,0,0
Alameda County,0-17,MALE,6,2023-07-24,202330,8,33,0,1,0,0
Alameda County,0-17,MALE,6,2023-07-31,202331,9,42,1,2,0,0
Alameda County,0-17,MALE,6,2023-08-07,202332,8,50,0,2,0,0
Alameda County,0-17,MALE,6,2023-08-14,202333,13,63,0,2,0,0
Alameda County,0-17,MALE,6,2023-08-21,202334,16,79,0,2,0,0
Alameda County,0-17,MALE,6,2023-08-28,202335,22,101,0,2,0,0
Alameda County,0-17,MALE,6,2023-09-04,202336,27,128,0,2,0,0
Alameda County,0-17,MALE,6,2023-09-11,202337,38,166,0,2,0,0
Alameda County,0-17,MALE,6,2023-09-18,202338,25,191,2,4,0,0
Alameda County,0-17,MALE,6,2023-09-25,202339,33,224,1,5,0,0
Alameda County,0-17,MALE,6,2023-10-02,202340,28,252,1,6,0,0
Alameda County,0-17,MALE,6,2023-10-09,202341,18,270,0,6,0,0
Alameda County,0-17,MALE,6,2023-10-16,202342,24,294,0,6,0,0
Alameda County,0-17,MALE,6,2023-10-23,202343,17,311,0,6,0,0
Alameda County,0-17,MALE,6,2023-10-30,202344,12,323,0,6,0,0
Alameda County,0-17,MALE,6,2023-11-06,202345,16,339,0,6,0,0
Alameda County,0-17,MALE,6,2023-11-13,202346,1,340,0,6,0,0
Alameda County,0-17,MALE,6,2023-11-20,202347,0,340,0,6,0,0
Alameda County,0-17,MALE,6,2023-11-27,202348,0,340,0,6,0,0
Alameda County,0-17,MALE,6,2023-12-04,202349,0,340,0,6,0,0
Alameda County,0-17,MALE,6,2023-12-11,202350,0,340,0,6,0,0
Alameda County,0-17,MALE,6,2023-12-18,202351,0,340,0,6,0,0
Alameda County,0-17,MALE,6,2023-12-25,202352,0,340,0,6,0,0
Alameda County,0-17,MALE,7,2023-05-29,202322,0,0,0,0,0,0
Alameda County,0-17,MALE,7,2023-06-05,202323,6,6,0,0,0,0
Alameda County,0-17,MALE,7,2023-06-12,202324,0,6,0,0,0,0
Alameda County,0-17,MALE,7,2023-06-19,202325,14,20,0,0,0,0
Alameda County,0-17,MALE,7,2023-06-26,202326,12,32,0,0,0,0
Alameda County,0-17,MALE,7,2023-07-03,202327,16,48,0,0,0,0
Alameda County,0-17,MALE,7,2023-07-10,202328,16,64,0,0,0,0
Alameda County,0-17,MALE,7,2023-07-17,202329,18,82,1,1,0,0
Alameda County,0-17,MALE,7,2023-07-24,202330,23,105,0,1,0,0
Alameda County,0-17,MALE,7,2023-07-31,202331,43,148,1,2,0,0
Alameda County,0-17,MALE,7,2023-08-07,202332,32,180,3,5,1,1
Alameda County,0-17,MALE,7,2023-08-14,202333,51,231,1,6,0,1
Alameda County,0-17,MALE,7,2023-08-21,202334,83,314,0,6,0,1
Alameda County,0-17,MALE,7,2023-08-28,202335,111,425,0,6,0,1
Alameda County,0-17,MALE,7,2023-09-04,202336,116,541,3,9,0,1
Alameda County,0-17,MALE,7,2023-09-11,202337,114,655,5,14,0,1
Alameda County,0-17,MALE,7,2023-09-18,202338,118,773,4,18,0,1
Alameda County,0-17,MALE,7,2023-09-25,202339,109,882,3,21,1,2
Alameda County,0-17,MALE,7,2023-10-02,202340,114,996,1,22,0,2
Alameda County,0-17,MALE,7,2023-10-09,202341,98,1094,3,25,0,2
Alameda County,0-17,MALE,7,2023-10-16,202342,96,1190,2,27,0,2
Alameda County,0-17,MALE,7,2023-10-23,202343,91,1281,1,28,0,2
Alameda County,0-17,MALE,7,2023-10-30,202344,56,1337,4,32,0,2
Alameda County,0-17,MALE,7,2023-11-06,202345,41,1378,1,33,0,2
Alameda County,0-17,MALE,7,2023-11-13,202346,17,1395,1,34,0,2
Alameda County,0-17,MALE,7,2023-11-20,202347,2,1397,1,35,0,2
Alameda County,0-17,MALE,7,2023-11-27,202348,3,1400,0,35,0,2
Alameda County,0-17,MALE,7,2023-12-04,202349,0,1400,0,35,0,2
Alameda County,0-17,MALE,7,2023-12-11,202350,1,1401,0,35,0,2
Alameda County,0-17,MALE,7,2023-12-18,202351,0,1401,0,35,0,2
Alameda County,0-17,MALE,7,2023-12-25,202352,0,1401,0,35,0,2
Alameda County,18-49,FEMALE,1,2023-05-29,202322,45,45,0,0,0,0
Alameda County,18-49,FEMALE,1,2023-06-05,202323,43,88,1,1,0,0
Alameda County,18-49,FEMALE,1,2023-06-12,202324,37,125,2,3,1,1
Alameda County,18-49,FEMALE,1,2023-06-19,202325,88,213,1,4,1,2
Alameda County,18-49,FEMALE,1,2023-06-26,202326,150,363,4,8,1,3
Alameda County,18-49,FEMALE,1,2023-07-03,202327,165,528,8,16,1,4
Alameda County,18-49,FEMALE,1,2023-07-10,202328,213,741,9,25,2,6
Alameda County,18-49,FEMALE,1,2023-07-17,202329,177,918,8,33,4,10
Alameda County,18-49,FEMALE,1,2023-07-24,202330,197,1115,12,45,0,10
Alameda County,18-49,FEMALE,1,2023-07-31,202331,312,1427,11,56,4,14
Alameda County,18-49,FEMALE,1,2023-08-07,202332,343,1770,16,72,3,17
Alameda County,18-49,FEMALE,1,2023-08-14,202333,429,2199,17,89,4,21
Alameda County,18-49,FEMALE,1,2023-08-21,202334,686,2885,18,107,2,23
Alameda County,18-49,FEMALE,1,2023-08-28,202335,1048,3933,27,134,1,24
Alameda County,18-49,FEMALE,1,2023-09-04,202336,999,4932,57,191,7,31
Alameda County,18-49,FEMALE,1,2023-09-11,202337,903,5835,51,242,17,48
Alameda County,18-49,FEMALE,1,2023-09-18,202338,1080,6915,59,301,15,63
Alameda County,18-49,FEMALE,1,2023-09-25,202339,887,7802,54,355,20,83
Alameda County,18-49,FEMALE,1,2023-10-02,202340,861,8663,49,404,12,95
Alameda County,18-49,FEMALE,1,2023-10-09,202341,871,9534,43,447,9,104
Alameda County,18-49,FEMALE,1,2023-10-16,202342,924,10458,58,505,13,117
Alameda County,18-49,FEMALE,1,2023-10-23,202343,668,11126,45,550,11,128
Alameda County,18-49,FEMALE,1,2023-10-30,202344,493,11619,37,587,13,141
Alameda County,18-49,FEMALE,1,2023-11-06,202345,352,11971,20,607,12,153
Alameda County,18-49,FEMALE,1,2023-11-13,202346,134,12105,20,627,6,159
Alameda County,18-49,FEMALE,1,2023-11-20,202347,12,12117,10,637,6,165
Alameda County,18-49,FEMALE,1,2023-11-27,202348,22,12139,1,638,3,168
Alameda County,18-49,FEMALE,1,2023-12-04,202349,0,12139,0,638,0,168
Alameda County,18-49,FEMALE,1,2023-12-11,202350,19,12158,0,638,0,168
Alameda County,18-49,FEMALE,1,2023-12-18,202351,0,12158,0,638,0,168
Alameda County,18-49,FEMALE,1,2023-12-25,202352,0,12158,0,638,0,168
Alameda County,18-49,FEMALE,2,2023-05-29,202322,17,17,0,0,0,0
Alameda County,18-49,FEMALE,2,2023-06-05,202323,15,32,1,1,0,0
Alameda County,18-49,FEMALE,2,2023-06-12,202324,15,47,1,2,1,1
Alameda County,18-49,FEMALE,2,2023-06-19,202325,37,84,0,2,0,1
Alameda County,18-49,FEMALE,2,2023-06-26,202326,71,155,0,2,0,1
Alameda County,18-49,FEMALE,2,2023-07-03,202327,71,226,2,4,0,1
Alameda County,18-49,FEMALE,2,2023-07-10,202328,73,299,6,10,1,2
Alameda County,18-49,FEMALE,2,2023-07-17,202329,79,378,6,16,1,3
Alameda County,18-49,FEMALE,2,2023-07-24,202330,70,448,3,19,2,5
Alameda County,18-49,FEMALE,2,2023-07-31,202331,115,563,3,22,1,6
Alameda County,18-49,FEMALE,2,2023-08-07,202332,124,687,4,26,0,6
Alameda County,18-49,FEMALE,2,2023-08-14,202333,181,868,4,30,1,7
Alameda County,18-49,FEMALE,2,2023-08-21,202334,271,1139,10,40,0,7
Alameda County,18-49,FEMALE,2,2023-08-28,202335,436,1575,16,56,2,9
Alameda County,18-49,FEMALE,2,2023-09-04,202336,379,1954,19,75,4,13
Alameda County,18-49,FEMALE,2,2023-09-11,202337,350,2304,19,94,10,23
Alameda County,18-49,FEMALE,2,2023-09-18,202338,409,2713,20,114,7,30
Alameda County,18-49,FEMALE,2,2023-09-25,202339,347,3060,27,141,5,35
Alameda County,18-49,FEMALE,2,2023-10-02,202340,347,3407,16,157,7,42
Alameda County,18-49,FEMALE,2,2023-10-09,202341,360,3767,19,176,2,44
Alameda County,18-49,FEMALE,2,2023-10-16,202342,358,4125,14,190,4,48
Alameda County,18-49,FEMALE,2,2023-10-23,202343,257,4382,24,214,3,51
Alameda County,18-49,FEMALE,2,2023-10-30,202344,191,4573,15,229,4,55
Alameda County,18-49,FEMALE,2,2023-11-06,202345,140,4713,13,242,5,60
Alameda County,18-49,FEMALE,2,2023-11-13,202346,53,4766,6,248,3,63
Alameda County,18-49,FEMALE,2,2023-11-20,202347,5,4771,2,250,0,63
Alameda County,18-49,FEMALE,2,2023-11-27,202348,5,4776,0,250,1,64
Alameda County,18-49,FEMALE,2,2023-12-04,202349,0,4776,0,250,0,64
Alameda County,18-49,FEMALE,2,2023-12-11,202350,10,4786,0,250,0,64
Alameda County,18-49,FEMALE,2,2023-12-18,202351,0,4786,0,250,0,64
Alameda County,18-49,FEMALE,2,2023-12-25,202352,0,4786,0,250,0,64
Alameda County,18-49,FEMALE,3,2023-05-29,202322,1,1,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-06-05,202323,1,2,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-06-12,202324,0,2,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-06-19,202325,0,2,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-06-26,202326,3,5,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-07-03,202327,4,9,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-07-10,202328,5,14,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-07-17,202329,3,17,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-07-24,202330,2,19,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-07-31,202331,2,21,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-08-07,202332,2,23,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-08-14,202333,3,26,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-08-21,202334,5,31,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-08-28,202335,9,40,0,0,0,0
Alameda County,18-49,FEMALE,3,2023-09-04,202336,11,51,1,1,0,0
Alameda County,18-49,FEMALE,3,2023-09-11,202337,11,62,1,2,0,0
Alameda County,18-49,FEMALE,3,2023-09-18,202338,14,76,0,2,0,0
Alameda County,18-49,FEMALE,3,2023-09-25,202339,8,84,1,3,0,0
Alameda County,18-49,FEMALE,3,2023-10-02,202340,11,95,1,4,0,0
Alameda County,18-49,FEMALE,3,2023-10-09,202341,10,105,1,5,0,0
Alameda County,18-49,FEMALE,3,2023-10-16,202342,8,113,0,5,0,0
Alameda County,18-49,FEMALE,3,2023-10-23,202343,9,122,0,5,0,0
Alameda County,18-49,FEMALE,3,2023-10-30,202344,3,125,0,5,0,0
Alameda County,18-49,FEMALE,3,2023-11-06,202345,2,127,0,5,0,0
Alameda County,18-49,FEMALE,3,2023-11-13,202346,2,129,0,5,0,0
Alameda County,18-49,FEMALE,3,2023-11-20,202347,1,130,0,5,0,0
Alameda County,18-49,FEMALE,3,2023-11-27,202348,1,131,0,5,0,0
Alameda County,18-49,FEMALE,3,2023-12-04,202349,0,131,0,5,0,0
Alameda County,18-49,FEMALE,3,2023-12-11,202350,0,131,0,5,0,0
Alameda County,18-49,FEMALE,3,2023-12-18,202351,0,131,0,5,0,0
Alameda County,18-49,FEMALE,3,2023-12-25,202352,0,131,0,5,0,0
Alameda County,18-49,FEMALE,4,2023-05-29,202322,35,35,0,0,0,0
Alameda County,18-49,FEMALE,4,2023-06-05,202323,41,76,1,1,0,0
Alameda County,18-49,FEMALE,4,2023-06-12,202324,40,116,1,2,0,0
Alameda County,18-49,FEMALE,4,2023-06-19,202325,82,198,3,5,0,0
Alameda County,18-49,FEMALE,4,2023-06-26,202326,130,328,6,11,0,0
Alameda County,18-49,FEMALE,4,2023-07-03,202327,185,513,9,20,1,1
Alameda County,18-49,FEMALE,4,2023-07-10,202328,199,712,10,30,2,3
Alameda County,18-49,FEMALE,4,2023-07-17,202329,168,880,15,45,2,5
Alameda County,18-49,FEMALE,4,2023-07-24,202330,167,1047,9,54,1,6
Alameda County,18-49,FEMALE,4,2023-07-31,202331,312,1359,13,67,1,7
Alameda County,18-49,FEMALE,4,2023-08-07,202332,299,1658,14,81,3,10
Alameda County,18-49,FEMALE,4,2023-08-14,202333,405,2063,23,104,2,12
Alameda County,18-49,FEMALE,4,2023-08-21,202334,567,2630,25,129,5,17
Alameda County,18-49,FEMALE,4,2023-08-28,202335,914,3544,27,156,4,21
Alameda County,18-49,FEMALE,4,2023-09-04,202336,870,4414,55,211,9,30
Alameda County,18-49,FEMALE,4,2023-09-11,202337,872,5286,46,257,8,38
Alameda County,18-49,FEMALE,4,2023-09-18,202338,942,6228,48,305,4,42
Alameda County,18-49,FEMALE,4,2023-09-25,202339,809,7037,44,349,7,49
Alameda County,18-49,FEMALE,4,2023-10-02,202340,832,7869,35,384,11,60
Alameda County,18-49,FEMALE,4,2023-10-09,202341,831,8700,46,430,8,68
Alameda County,18-49,FEMALE,4,2023-10-16,202342,795,9495,45,475,6,74
Alameda County,18-49,FEMALE,4,2023-10-23,202343,677,10172,51,526,8,82
Alameda County,18-49,FEMALE,4,2023-10-30,202344,396,10568,31,557,15,97
Alameda County,18-49,FEMALE,4,2023-11-06,202345,300,10868,20,577,4,101
Alameda County,18-49,FEMALE,4,2023-11-13,202346,86,10954,20,597,5,106
Alameda County,18-49,FEMALE,4,2023-11-20,202347,10,10964,6,603,5,111
Alameda County,18-49,FEMALE,4,2023-11-27,202348,21,10985,1,604,1,112
Alameda County,18-49,FEMALE,4,2023-12-04,202349,0,10985,1,605,0,112
Alameda County,18-49,FEMALE,4,2023-12-11,202350,21,11006,0,605,0,112
Alameda County,18-49,FEMALE,4,2023-12-18,202351,0,11006,0,605,0,112
Alameda County,18-49,FEMALE,4,2023-12-25,202352,0,11006,0,605,0,112
Alameda County,18-49,FEMALE,5,2023-05-29,202322,1,1,0,0,0,0
Alameda County,18-49,FEMALE,5,2023-06-05,202323,2,3,0,0,0,0
Alameda County,18-49,FEMALE,5,2023-06-12,202324,1,4,0,0,0,0
Alameda County,18-49,FEMALE,5,2023-06-19,202325,2,6,0,0,0,0
Alameda County,18-49,FEMALE,5,2023-06-26,202326,2,8,0,0,0,0
Alameda County,18-49,FEMALE,5,2023-07-03,202327,3,11,0,0,0,0
Alameda County,18-49,FEMALE,5,2023-07-10,202328,6,17,0,0,0,0
Alameda County,18-49,FEMALE,5,2023-07-17,202329,5,22,1,1,0,0
Alameda County,18-49,FEMALE,5,2023-07-24,202330,4,26,0,1,0,0
Alameda County,18-49,FEMALE,5,2023-07-31,202331,15,41,0,1,0,0
Alameda County,18-49,FEMALE,5,2023-08-07,202332,14,55,0,1,0,0
Alameda County,18-49,FEMALE,5,2023-08-14,202333,11,66,0,1,0,0
Alameda County,18-49,FEMALE,5,2023-08-21,202334,18,84,0,1,0,0
Alameda County,18-49,FEMALE,5,2023-08-28,202335,17,101,1,2,0,0
Alameda County,18-49,FEMALE,5,2023-09-04,202336,35,136,2,4,1,1
Alameda County,18-49,FEMALE,5,2023-09-11,202337,23,159,0,4,1,2
Alameda County,18-49,FEMALE,5,2023-09-18,202338,29,188,1,5,0,2
Alameda County,18-49,FEMALE,5,2023-09-25,202339,21,209,2,7,1,3
Alameda County,18-49,FEMALE,5,2023-10-02,202340,21,230,2,9,0,3
Alameda County,18-49,FEMALE,5,2023-10-09,202341,25,255,2,11,0,3
Alameda County,18-49,FEMALE,5,2023-10-16,202342,32,287,2,13,0,3
Alameda County,18-49,FEMALE,5,2023-10-23,202343,27,314,1,14,0,3
Alameda County,18-49,FEMALE,5,2023-10-30,202344,13,327,1,15,0,3
Alameda County,18-49,FEMALE,5,2023-11-06,202345,9,336,4,19,1,4
Alameda County,18-49,FEMALE,5,2023-11-13,202346,4,340,0,19,2,6
Alameda County,18-49,FEMALE,5,2023-11-20,202347,1,341,0,19,0,6
Alameda County,18-49,FEMALE,5,2023-11-27,202348,2,343,0,19,0,6
Alameda County,18-49,FEMALE,5,2023-12-04,202349,0,343,0,19,0,6
Alameda County,18-49,FEMALE,5,2023-12-11,202350,0,343,0,19,0,6
Alameda County,18-49,FEMALE,5,2023-12-18,202351,0,343,0,19,0,6
Alameda County,18-49,FEMALE,5,2023-12-25,202352,0,343,0,19,0,6
Alameda County,18-49,FEMALE,6,2023-05-29,202322,3,3,0,0,0,0
Alameda County,18-49,FEMALE,6,2023-06-05,202323,6,9,0,0,0,0
Alameda County,18-49,FEMALE,6,2023-06-12,202324,5,14,0,0,0,0
Alameda County,18-49,FEMALE,6,2023-06-19,202325,16,30,0,0,0,0
Alameda County,18-49,FEMALE,6,2023-06-26,202326,24,54,1,1,0,0
Alameda County,18-49,FEMALE,6,2023-07-03,202327,21,75,0,1,0,0
Alameda County,18-49,FEMALE,6,2023-07-10,202328,35,110,0,1,0,0
Alameda County,18-49,FEMALE,6,2023-07-17,202329,28,138,1,2,0,0
Alameda County,18-49,FEMALE,6,2023-07-24,202330,22,160,3,5,0,0
Alameda County,18-49,FEMALE,6,2023-07-31,202331,52,212,3,8,0,0
Alameda County,18-49,FEMALE,6,2023-08-07,202332,55,267,5,13,0,0
Alameda County,18-49,FEMALE,6,2023-08-14,202333,59,326,4,17,1,1
Alameda County,18-49,FEMALE,6,2023-08-21,202334,104,430,3,20,0,1
Alameda County,18-49,FEMALE,6,2023-08-28,202335,149,579,4,24,0,1
Alameda County,18-49,FEMALE,6,2023-09-04,202336,166,745,6,30,0,1
Alameda County,18-49,FEMALE,6,2023-09-11,202337,135,880,11,41,2,3
Alameda County,18-49,FEMALE,6,2023-09-18,202338,165,1045,4,45,3,6
Alameda County,18-49,FEMALE,6,2023-09-25,202339,138,1183,4,49,1,7
Alameda County,18-49,FEMALE,6,2023-10-02,202340,133,1316,8,57,1,8
Alameda County,18-49,FEMALE,6,2023-10-09,202341,156,1472,9,66,2,10
Alameda County,18-49,FEMALE,6,2023-10-16,202342,150,1622,9,75,3,13
Alameda County,18-49,FEMALE,6,2023-10-23,202343,130,1752,7,82,1,14
Alameda County,18-49,FEMALE,6,2023-10-30,202344,85,1837,6,88,3,17
Alameda County,18-49,FEMALE,6,2023-11-06,202345,59,1896,3,91,0,17
Alameda County,18-49,FEMALE,6,2023-11-13,202346,17,1913,5,96,2,19
Alameda County,18-49,FEMALE,6,2023-11-20,202347,2,1915,2,98,1,20
Alameda County,18-49,FEMALE,6,2023-11-27,202348,1,1916,1,99,2,22
Alameda County,18-49,FEMALE,6,2023-12-04,202349,0,1916,0,99,0,22
Alameda County,18-49,FEMALE,6,2023-12-11,202350,2,1918,0,99,0,22
Alameda County,18-49,FEMALE,6,2023-12-18,202351,0,1918,0,99,0,22
Alameda County,18-49,FEMALE,6,2023-12-25,202352,0,1918,0,99,0,22
Alameda County,18-49,FEMALE,7,2023-05-29,202322,39,39,0,0,0,0
Alameda County,18-49,FEMALE,7,2023-06-05,202323,30,69,0,0,0,0
Alameda County,18-49,FEMALE,7,2023-06-12,202324,30,99,3,3,0,0
Alameda County,18-49,FEMALE,7,2023-06-19,202325,75,174,0,3,1,1
Alameda County,18-49,FEMALE,7,2023-06-26,202326,128,302,2,5,0,1
Alameda County,18-49,FEMALE,7,2023-07-03,202327,173,475,5,10,1,2
Alameda County,18-49,FEMALE,7,2023-07-10,202328,197,672,6,16,2,4
Alameda County,18-49,FEMALE,7,2023-07-17,202329,154,826,13,29,1,5
Alameda County,18-49,FEMALE,7,2023-07-24,202330,161,987,8,37,3,8
Alameda County,18-49,FEMALE,7,2023-07-31,202331,320,1307,10,47,0,8
Alameda County,18-49,FEMALE,7,2023-08-07,202332,307,1614,15,62,3,11
Alameda County,18-49,FEMALE,7,2023-08-14,202333,406,2020,12,74,5,16
Alameda County,18-49,FEMALE,7,2023-08-21,202334,597,2617,22,96,7,23
Alameda County,18-49,FEMALE,7,2023-08-28,202335,927,3544,29,125,6,29
Alameda County,18-49,FEMALE,7,2023-09-04,202336,964,4508,43,168,6,35
Alameda County,18-49,FEMALE,7,2023-09-11,202337,808,5316,53,221,14,49
Alameda County,18-49,FEMALE,7,2023-09-18,202338,905,6221,45,266,15,64
Alameda County,18-49,FEMALE,7,2023-09-25,202339,775,6996,58,324,8,72
Alameda County,18-49,FEMALE,7,2023-10-02,202340,727,7723,32,356,11,83
Alameda County,18-49,FEMALE,7,2023-10-09,202341,770,8493,25,381,3,86
Alameda County,18-49,FEMALE,7,2023-10-16,202342,766,9259,40,421,7,93
Alameda County,18-49,FEMALE,7,2023-10-23,202343,612,9871,40,461,9,102
Alameda County,18-49,FEMALE,7,2023-10-30,202344,434,10305,38,499,5,107
Alameda County,18-49,FEMALE,7,2023-11-06,202345,285,10590,17,516,11,118
Alameda County,18-49,FEMALE,7,2023-11-13,202346,106,10696,22,538,4,122
Alameda County,18-49,FEMALE,7,2023-11-20,202347,21,10717,4,542,8,130
Alameda County,18-49,FEMALE,7,2023-11-27,202348,15,10732,0,542,1,131
Alameda County,18-49,FEMALE,7,2023-12-04,202349,0,10732,1,543,0,131
Alameda County,18-49,FEMALE,7,2023-12-11,202350,16,10748,0,543,0,131
Alameda County,18-49,FEMALE,7,2023-12-18,202351,0,10748,0,543,0,131
Alameda County,18-49,FEMALE,7,2023-12-25,202352,0,10748,0,543,0,131
Alameda County,18-49,MALE,1,2023-05-29,202322,36,36,0,0,0,0
Alameda County,18-49,MALE,1,2023-06-05,202323,38,74,3,3,0,0
Alameda County,18-49,MALE,1,2023-06-12,202324,38,112,2,5,1,1
Alameda County,18-49,MALE,1,2023-06-19,202325,88,200,1,6,0,1
Alameda County,18-49,MALE,1,2023-06-26,202326,147,347,5,11,0,1
Alameda County,18-49,MALE,1,2023-07-03,202327,195,542,6,17,1,2
Alameda County,18-49,MALE,1,2023-07-10,202328,226,768,8,25,2,4
Alameda County,18-49,MALE,1,2023-07-17,202329,207,975,11,36,1,5
Alameda County,18-49,MALE,1,2023-07-24,202330,199,1174,9,45,1,6
Alameda County,18-49,MALE,1,2023-07-31,202331,312,1486,11,56,1,7
Alameda County,18-49,MALE,1,2023-08-07,202332,357,1843,21,77,1,8
Alameda County,18-49,MALE,1,2023-08-14,202333,464,2307,24,101,5,13
Alameda County,18-49,MALE,1,2023-08-21,202334,624,2931,23,124,8,21
Alameda County,18-49,MALE,1,2023-08-28,202335,1044,3975,24,148,9,30
Alameda County,18-49,MALE,1,2023-09-04,202336,1045,5020,63,211,3,33
Alameda County,18-49,MALE,1,2023-09-11,202337,949,5969,53,264,9,42
Alameda County,18-49,MALE,1,2023-09-18,202338,1114,7083,51,315,10,52
Alameda County,18-49,MALE,1,2023-09-25,202339,851,7934,49,364,14,66
Alameda County,18-49,MALE,1,2023-10-02,202340,866,8800,37,401,13,79
Alameda County,18-49,MALE,1,2023-10-09,202341,877,9677,47,448,12,91
Alameda County,18-49,MALE,1,2023-10-16,202342,956,10633,53,501,18,109
Alameda County,18-49,MALE,1,2023-10-23,202343,730,11363,63,564,10,119
Alameda County,18-49,MALE,1,2023-10-30,202344,527,11890,36,600,13,132
Alameda County,18-49,MALE,1,2023-11-06,202345,364,12254,25,625,8,140
Alameda County,18-49,MALE,1,2023-11-13,202346,101,12355,25,650,6,146
Alameda County,18-49,MALE,1,2023-11-20,202347,18,12373,8,658,6,152
Alameda County,18-49,MALE,1,2023-11-27,202348,29,12402,2,660,2,154
Alameda County,18-49,MALE,1,2023-12-04,202349,0,12402,1,661,1,155
Alameda County,18-49,MALE,1,2023-12-11,202350,25,12427,0,661,0,155
Alameda County,18-49,MALE,1,2023-12-18,202351,0,12427,0,661,0,155
Alameda County,18-49,MALE,1,2023-12-25,202352,0,12427,0,661,0,155
Alameda County,18-49,MALE,2,2023-05-29,202322,11,11,0,0,0,0
Alameda County,18-49,MALE,2,2023-06-05,202323,9,20,1,1,0,0
Alameda County,18-49,MALE,2,2023-06-12,202324,16,36,1,2,0,0
Alameda County,18-49,MALE,2,2023-06-19,202325,38,74,3,5,0,0
Alameda County,18-49,MALE,2,2023-06-26,202326,54,128,0,5,1,1
Alameda County,18-49,MALE,2,2023-07-03,202327,61,189,2,7,0,1
Alameda County,18-49,MALE,2,2023-07-10,202328,95,284,3,10,1,2
Alameda County,18-49,MALE,2,2023-07-17,202329,61,345,7,17,1,3
Alameda County,18-49,MALE,2,2023-07-24,202330,66,411,3,20,3,6
Alameda County,18-49,MALE,2,2023-07-31,202331,130,541,3,23,0,6
Alameda County,18-49,MALE,2,2023-08-07,202332,127,668,12,35,1,7
Alameda County,18-49,MALE,2,2023-08-14,202333,156,824,10,45,5,12
Alameda County,18-49,MALE,2,2023-08-21,202334,249,1073,12,57,1,13
Alameda County,18-49,MALE,2,2023-08-28,202335,387,1460,22,79,3,16
Alameda County,18-49,MALE,2,2023-09-04,202336,401,1861,19,98,2,18
Alameda County,18-49,MALE,2,2023-09-11,202337,374,2235,23,121,5,23
Alameda County,18-49,MALE,2,2023-09-18,202338,413,2648,11,132,2,25
Alameda County,18-49,MALE,2,2023-09-25,202339,318,2966,18,150,3,28
Alameda County,18-49,MALE,2,2023-10-02,202340,336,3302,17,167,1,29
Alameda County,18-49,MALE,2,2023-10-09,202341,323,3625,14,181,4,33
